id,time,group,OTU.1,OTU.2,OTU.3,OTU.4,OTU.5,OTU.6,OTU.7,OTU.8,OTU.9,OTU.10,OTU.11,OTU.12,OTU.13,OTU.14,OTU.15,OTU.16,OTU.17,OTU.18,OTU.19,OTU.20,OTU.21,OTU.22,OTU.23,OTU.24,OTU.25,OTU.26,OTU.27,OTU.28,OTU.29,OTU.30,OTU.31,OTU.32,OTU.33,OTU.34
s01,11,Case,0.003507541,0.086811645,0.001403017,0.000526131,0.009470361,0.015959313,0.406524027,0.001052262,0.007015082,0.055594528,0.001052262,0,0.020343739,0,0.006839705,0.00420905,0.277972641,0.001929148,0.000350754,0,0,0,0.002279902,0,0.001753771,0.003507541,0.004735181,0.024026657,0.038056822,0.001578394,0.018940723,0.000175377,0,0.004384427
s01,12,Case,0.000526501,0.014917515,0.000526501,0.001053001,0.002281502,0.013338013,0.776237276,0.004563005,0.0001755,0.008073008,0.002632503,0,0.003334503,0,0.052825553,0.001053001,0.06967357,0.000526501,0.000351,0,0,0,0,0,0.000351,0.017023517,0.015444015,0.002632503,0.0001755,0.000526501,0.003861004,0,0.004212004,0.003685504
s02,1,Case,0.085636723,0.013326752,0.001357354,0.001727542,0.000370188,0.000740375,0.221495558,0,0.000246792,0.108464956,0.000616979,0,0.003948667,0.000740375,0.001233959,0.001604146,0.069595262,0.002344521,0.000123396,0.001604146,0.238277394,0.00148075,0.000740375,0,0.188425469,0.002344521,0.032823297,0,0.003331688,0,0.009624877,0.001850938,0,0.005923001
s02,2,Case,0.000518135,0.000690846,0.000518135,0,0,0.000172712,0.203972366,0,0,0.132642487,0.045941278,0,0,0,0,0.001381693,0.039032815,0,0,0.001381693,0,0,0.000518135,0,0.502417962,0.000690846,0.060103627,0,0,0,0.000518135,0.001554404,0,0.007944732
s02,3,Case,0.143541944,0.041810919,0.00159787,0.005858855,0.000798935,0.004260985,0.268175766,0.000798935,0.002663116,0.140257435,0.004616068,0.003018198,0.014025744,0.001509099,0.000355082,0.015978695,0.077940524,0.002041722,0.002574345,0.003195739,0.007190413,0.001509099,0.001065246,0,0.153750555,0.015623613,0.024411895,0.019085664,0.015889925,0,0.020861074,0.001420329,0,0.004172215
s02,4,Case,0.000980584,0.015689351,0.001176701,0.000980584,0.000196117,0.002353403,0.471072759,0,0.000196117,0.156109041,0,0,0.001765052,0.000196117,0.000196117,0,0.109629339,0.002745636,0.006471857,0.009609727,0.06550304,0,0.000980584,0,0.062169053,0.022357325,0.036869975,0,0,0,0.029417533,0.000980584,0,0.002353403
s02,5,Case,0.061464088,0.009553407,0.001151013,0.004258748,0,0.00978361,0.218922652,0,0.001496317,0.065377532,0,0.002532228,0.00805709,0.000805709,0,0.012085635,0.335290055,0.001496317,0.001956722,0.072168508,0,0.000115101,0.000575506,0,0.158149171,0.009208103,0.010934623,0.011395028,0.000345304,0,0.001496317,0.000115101,0,0.001266114
s02,6,Case,0.028874057,0.014944864,0.000725479,0.000435287,0,0.000145096,0.389146837,0,0.000435287,0.110853163,0,0,0.003627394,0.000870575,0.001450958,0.004497969,0.048607081,0.000580383,0.002176436,0.184706907,0.010156703,0.001160766,0.00101567,0,0.1301509,0.034097504,0.022925131,0,0.000580383,0,0.004933256,0.00101567,0,0.001886245
s02,7,Case,0.069509083,0.024320673,0.001501276,0.001050893,0.000750638,0.013961868,0.373367362,0.001050893,0.00315268,0.16949407,0,0.003603063,0.009007657,0.001501276,0,0.002852425,0.103287795,0.004503828,0.005554722,0.051043387,0,0.001351149,0.001501276,0,0.07596457,0.017865185,0.008707401,0.024620928,0.001501276,0,0.02762348,0.000450383,0.000150128,0.000750638
s02,8,Case,0.008041287,0.011881901,0.001080173,0.000600096,0.000120019,0.004320691,0.203072492,0.00156025,0.000360058,0.154464714,0.024963994,0,0.005880941,0.000480077,0.000360058,0.000720115,0.205352857,0.000720115,0.001680269,0.004680749,0.001080173,0.000960154,0.000480077,0,0.335333653,0.000360058,0.021843495,0,0.004080653,0,0.00300048,0.000480077,0.000120019,0.001920307
s02,9,Case,0.00040282,0.004733132,0,0.000100705,0,0.001510574,0.202316214,0.002215509,0.00020141,0.125276939,0.065558912,0,0.001107754,0.00040282,0.00080564,0.002517623,0.109768379,0.000100705,0.001208459,0.020543807,0.031117825,0.00060423,0.000503525,0,0.397381672,0.012688822,0.004833837,0,0,0,0.012084592,0,0,0.002014099
s02,10,Case,0.128400342,0.028314799,0.001368691,0.00667237,0.001368691,0.014371258,0.228913601,0.001026518,0.003250642,0.051240376,0.001625321,0.003507271,0.021043627,0.001710864,8.55E-05,0.002480753,0.249101796,0.001967494,0.002309666,0.03421728,0.001539778,0.002737382,0.000855432,0,0.128314799,0.005389222,0.01497006,0.024978614,0.030966638,0,0.004191617,0.000855432,8.55E-05,0.00213858
