id,time,group,OTU.1,OTU.2,OTU.3,OTU.4,OTU.5,OTU.6,OTU.7,OTU.8,OTU.9,OTU.10,OTU.11,OTU.12,OTU.13,OTU.14,OTU.15,OTU.16,OTU.17,OTU.18,OTU.19,OTU.20,OTU.21,OTU.22,OTU.23,OTU.24,OTU.25,OTU.26,OTU.27,OTU.28,OTU.29,OTU.30,OTU.31,OTU.32,OTU.33,OTU.34
s07,2,Case,0.091744214,0.021593892,0.002386065,0.001431639,0.002266762,0.015270818,0.361250298,0.002624672,0.016344548,0.006442377,0.003221188,0.003579098,0.088642329,0.002624672,0.004414221,0.020042949,0.070746839,0.008351229,0.000477213,0.002743975,0.012646147,0.001073729,0.001193033,0,0.070627535,0.006084467,0.027678358,0.089954665,0.054640897,0.002982582,0.00656168,0,0,0.00035791
s07,3,Case,0.084417751,0.009676343,0.00333667,0.002335669,0,0.010677344,0.141808475,0,0.005672339,0.01334668,0.033033033,0,0.031031031,0,0,0.042375709,0.09342676,0.001668335,0,0.034701368,0,0,0.001668335,0.00667334,0.381381381,0.002002002,0,0.045712379,0.049382716,0.001001001,0.002335669,0.002335669,0,0
s07,4,Case,0.021442495,0.008013862,0.000541477,0.001082954,0.001082954,0.012020793,0.446610353,0.000649773,0.008230453,0.002490795,0.056421919,0.000649773,0.040610786,0.006822612,0.006281135,0.015811133,0.050790557,0.00119125,0,0.00498159,0.004873294,0.000541477,0.000324886,0.00119125,0.182910981,0.006822612,0.033138402,0.065302144,0.014294997,0.001299545,0.001949318,0.000324886,0,0.001299545
s07,5,Case,0.105723906,0.007407407,0.000673401,0.001346801,0,0,0.114814815,0,0.001683502,0.042760943,0.069023569,0.000673401,0.008417508,0.0003367,0.006397306,0.006397306,0.018518519,0.001683502,0,0,0.0003367,0,0,0.014478115,0.468350168,0.006060606,0.078787879,0.018181818,0.014814815,0,0.001010101,0.011784512,0,0.0003367
s07,6,Case,0.244073387,0.013708514,0.002370645,0.001030715,0.002782931,0.006802721,0.280869924,0,0.00803958,0.012059369,0.014636158,0.005153577,0.05184498,0.006184292,0.001855288,0.012677798,0.050505051,0.006184292,0.000412286,0.014430014,0.000618429,0,0.00133993,0.006905793,0.089156875,0.009585652,0.009585652,0.06122449,0.023706452,0.001443001,0.017419089,0.037518038,0,0.005875077
s07,7,Case,0.073958082,0.020476994,0.002168152,0.001927246,0,0.004336305,0.198024572,0,0.002168152,0.00457721,0.057576488,0.001445435,0.052758372,0.000963623,0.000963623,0.025054204,0.089857866,0.00289087,0,0.000963623,0,0.000963623,0.000963623,0,0.295591424,0.006986268,0,0.101180438,0.053481089,0.000722717,0,0,0,0
s07,8,Case,0.144985673,0.040401146,0.00487106,0.002578797,0,0.006303725,0.103151863,0.001719198,0.004011461,0.092550143,0.007449857,0.002292264,0.024355301,0.003724928,0.000859599,0.007163324,0.08252149,0.001432665,0,0.024355301,0.008882522,0.001146132,0.001146132,0.008882522,0.151862464,0.00286533,0.096561605,0.044985673,0.075931232,0.001432665,0.038395416,0.000286533,0,0.012893983
s07,9,Case,0.04789959,0.004354508,0.002561475,0.000768443,0,0.001793033,0.274334016,0.000256148,0.002561475,0.003842213,0.034836066,0.001793033,0.003073771,0.00102459,0.000256148,0.012807377,0.056352459,0.00204918,0.000512295,0.01255123,0.00102459,0,0,0.013319672,0.191342213,0.009477459,0.207223361,0.029969262,0.027151639,0.000768443,0.044313525,0.003073771,0,0.008709016
s07,10,Case,0.036691477,0.003878813,0.000314498,0.000524164,0.001677325,0.022748716,0.536010064,0,0.003773981,0.001153161,0.016458748,0.001991823,0.033127162,0.000943495,0,0.02253905,0.03155467,0.003144984,0.000419331,0.006918964,0,0,0,0.009434951,0.115840235,0.008596289,0.085648391,0.007338295,0.009120453,0.000838662,0.000524164,0.035643149,0,0.003144984
s07,11,Case,0.043673012,0.010078388,0.001903695,0.001119821,0.002575588,0.004143337,0.568197089,0,0.003695409,0.000447928,0.033146697,0.001455767,0.031131019,0.006270997,0.001007839,0.014445689,0.001791713,0.005039194,0.000335946,0.011646137,0,0,0.001119821,0.006830907,0.139529675,0.009630459,0.01556551,0.038409854,0.018477044,0.001791713,0.000783875,0.012765957,0,0.012989922
s07,12,Case,0.103216992,0.002856788,0.000869457,0.000621041,0.000621041,0.001117874,0.632343808,0,0.001117874,0.010309278,0.003726245,0.001117874,0.023351137,0.000496833,0.000248416,0.01701652,0.009191405,0.002359955,0.000372625,0.009936654,0.002856788,0,0.000124208,0.002484164,0.08160477,0.01291765,0.029561545,0.015774438,0.010930319,0.000248416,0.018879642,0.000372625,0,0.003353621
s08,1,Case,0.146273474,0.009242958,0.002640845,0.002347418,0.009829812,0.150821596,0.16842723,0.001173709,0,0.023620892,0.009389671,0,0.000146714,0,0.071156103,0.011296948,0.287705399,0,0.000293427,0,0,0,0.001173709,0.001467136,0.000440141,0.005134977,0.051496479,0.024647887,0.013644366,0.001173709,0.000146714,0,0,0.006308685
s08,2,Case,0.005506608,0.001573317,0.000314663,0.000629327,0.00188798,0.018722467,0.20814978,0.000314663,0,0.230333543,0.029578351,0,0,0,0.086847074,0.00471995,0.09314034,0,0,0,0.011485211,0,0,0,0.203587162,0.003618628,0.02470107,0.002989301,0.000157332,0.000157332,0.07127124,0,0,0.000314663
s08,3,Case,0.049318624,0.015704088,0.001168073,0.002855289,0.016223232,0.096820247,0.177936405,0.000908501,0.000519143,0.064114212,0.01219987,0,0,0,0.075924724,0.004282933,0.124983777,0,0,0,0.169500325,0,0.002465931,0,0.01596366,0.003504218,0.01440623,0.00532122,0.007138222,0.000648929,0.137962362,0,0,0.000129786
s08,4,Case,0.062438383,0.018074269,0.001643115,0.001971738,0.0128163,0.013144923,0.369043707,0.002300362,0,0.072297075,0.005915215,0,0,0,0.05455143,0.006572461,0.276043378,0,0.000328623,0,0,0,0.002957608,0.000657246,0,0.015116661,0.017745646,0.016759777,0.011501807,0.001643115,0.023003615,0,0,0.013473546
s08,5,Case,0.017724324,0.002690299,0.001899035,0.000791264,0.003798069,0.030542807,0.189270454,0.000474759,0.000791264,0.067257477,0.041778763,0,0,0,0.052698212,0.001266023,0.095268239,0,0,0,0.027536003,0.000474759,0.000633012,0.000158253,0.435037189,0.003639816,0.007437886,0.001424276,0.00601361,0.000474759,0.007437886,0,0,0.003481564
s08,6,Case,0.097627286,0.023974296,0.001482946,0.00321305,0.025704399,0.009886308,0.3440435,0,0.000494315,0.146317351,0.005437469,0,0,0,0.047207118,0.028175976,0.1495304,0,0,0,0,0,0.000741473,0,0.000988631,0.007414731,0.005684627,0.011616411,0.01606525,0.001730104,0.071922887,0,0,0.000741473
s08,7,Case,0.00443483,0.007679827,0.000108167,0.0003245,0.000865333,0.007355327,0.093564089,0.000865333,0.0003245,0.005083829,0.007138994,0,0,0,0.109140076,0.000432666,0.10459708,0,0,0,0.453326122,0,0.000216333,0,0.000432666,0.002163332,0.000540833,0.014710654,0.002595998,0.000432666,0.182260681,0,0,0.001406166
s08,8,Case,0.017951099,0.00371402,0.001547509,0.00371402,0.000309502,0.050448778,0.079232436,0.001547509,0,0.027545652,0.062519344,0,0,0,0.070256886,0.001547509,0.332404828,0,0,0,0,0,0,0.000928505,0.324357784,0.005571031,0.000309502,0.007428041,0.000619003,0,0,0,0,0.008047044
s08,9,Case,0.121885157,0.020585049,0.00460455,0.006229686,0.027898158,0.033856988,0.165222102,0.000270856,0.000270856,0.223185265,0.010834236,0,0,0,0.078277356,0.002166847,0.196370531,0,0,0,0,0,0.009479957,0.00135428,0,0.004333695,0.01652221,0.030065005,0.024377031,0.00460455,0.002166847,0,0,0.015438787
s08,10,Case,0.021699819,0.006781194,0.001356239,0,0.002712477,0.000904159,0.203887884,0.001356239,0,0.146473779,0.025768535,0,0,0,0.200271248,0.004068716,0.141048825,0,0,0,0.093128391,0,0,0.001356239,0,0.011301989,0,0.002712477,0.00045208,0,0.116636528,0,0,0.018083183
s08,11,Case,0.013770343,0.000910436,0.000113805,0.000227609,0.000455218,0.027199272,0.183225219,0.000796631,0,0.215545693,0.003527939,0,0,0,0.075793786,0.004210766,0.228747013,0,0.000455218,0,0.099009901,0,0.000227609,0.000113805,0.008193923,0.008307727,0.014111756,0.013087516,0.002731308,0.000113805,0.098327074,0,0,0.000796631
s08,12,Case,0.071103896,0.00487013,0.001082251,0.003463204,0.002813853,0.084090909,0.072402597,0.000757576,0,0.433116883,0.017099567,0,0,0,0.023051948,0.000324675,0.136688312,0,0,0,0,0.050649351,0.000541126,0.001515152,0.00508658,0.002164502,0.049025974,0.023376623,0.002813853,0.000108225,0.002272727,0,0,0.011580087
s09,1,Case,0.082530414,0.012068127,0.000875912,0.000583942,0.000681265,0.002043796,0.458296837,0.006034063,0.000486618,0.104038929,0.000583942,0,0.017518248,0,0.00243309,0.002043796,0.162141119,0.000486618,0.000486618,0,0.000973236,0.000291971,0.00136253,0.00107056,0.054890511,0.013527981,0.007201947,0.058880779,0.005158151,0,0.001654501,0,0,0.001654501
s09,2,Case,0.076070645,0.011774212,0.000923468,0.000808034,0.000519451,0.001673785,0.420120051,0.000230867,0.005079072,0.059852245,0.005540806,0,0.011081612,0.000288584,0.004790488,0.004790488,0.055292624,0.005656239,0.000577167,0,0.000115434,0,0.001038901,0.0003463,0.234272192,0.019450537,0.005252222,0.034918619,0.037227289,0,0.002020085,0,0,0.000288584
s09,3,Case,0.033208927,0.007388225,0.000685505,0.000380836,0.000152335,0.000914007,0.438875771,0.001523345,0.000685505,0.115698073,0.001218676,0,0.001751847,0,0.000457004,0.003046691,0.174880037,7.62E-05,0.000304669,0,0.000228502,0.000152335,0.000914007,0.002132683,0.166120801,0.014395613,0.002285018,0.015157285,0.014928784,0,0.001599513,0,0.000228502,0.000609338
s09,4,Case,0,0.004353347,0.000181389,0.000362779,0,0.001088337,0.40395429,0.000544168,0,0.409214584,0,0,0,0,0,0.002358063,0.047886813,0,0.000181389,0.000181389,0,0,0,0.007618357,0.037184836,0.027027027,0.03591511,0.010339198,0,0,0.007074188,0,0.001088337,0.003446399
s09,5,Case,0.011561826,0.015089163,0.000391926,0,0,0.00058789,0.33313737,0.00058789,0,0.102684695,0.007250637,0,0.000195963,0,0.001959632,0.003331374,0.170487948,0,0,0.000391926,0.008230453,0,0,0.002743484,0.286498138,0.010973937,0.010190084,0.0186165,0,0,0.013129532,0,0,0.001959632
s09,6,Case,0.003497703,0.003360538,0.000342912,0.000342912,0,6.86E-05,0.386736164,0.002743296,0,0.035251355,0.011316096,0,0,6.86E-05,0.005692339,0,0.185926891,0.000342912,0.000891571,0,0.05568891,0.000205747,0,0.000480077,0.250600096,0.015636788,0.00027433,0.009807284,0,0,0.029764762,0,0,0.000960154
s09,7,Case,0.015908332,0.009678496,0.000889977,0.00077873,0.000444988,0.002224942,0.506619201,0.001001224,0.001112471,0.0323729,0.000111247,0,0.00990099,0,0.006563578,0.011124708,0.171654244,0.001112471,0.000333741,0.000222494,0.011569696,0,0.000333741,0.001223718,0.137835132,0.019356992,0.00077873,0.015797085,0.005117366,0,0.035487818,0,0,0.000444988
s09,8,Case,0.238904022,0.013539497,0.000801154,0.000400577,0.000400577,0.002323346,0.111360359,0.000160231,0.000721038,0.021551034,0.005608076,0,0.013219035,0,0.001201731,0.002643807,0.096218555,0.002002884,0.000240346,0,0.000480692,0,0.001121615,0.000160231,0.355952572,0.003444961,0.002563692,0.028040378,0.086604711,0,0.010254767,0,0,8.01E-05
s09,9,Case,0.121822358,0.017457887,0.000918836,0.000842267,0.001148545,0.003905054,0.139739663,0.002143951,0.00482389,0.075650842,0.00712098,0,0.018529862,0.000229709,0,0.01898928,0.114548239,0.000842267,0.000229709,0,7.66E-05,0.000689127,0.004211332,0.000382848,0.310796325,0.006584992,0.003292496,0.033920368,0.108728943,0,0.001684533,0,0,0.000689127
s09,10,Case,0.016084977,0.014415782,0.001820941,0.000758725,0.000758725,0.002276176,0.17784522,0.000151745,0.000151745,0.097116844,0.000758725,0,0.006221548,0,0.002427921,0.001972686,0.075872534,0,0,0,0.001213961,0,0,0.000151745,0.576176024,0.001365706,0.001062216,0.011836115,0.007587253,0,0.001669196,0,0,0.00030349
s09,11,Case,0.112325669,0.016886544,0.001206182,0.000678477,0.000527705,0.000376932,0.119035055,0.001206182,0,0.11684885,0.003995477,0,0.00723709,0,0.005126272,0.013720317,0.128156804,0.000678477,0.000301545,0,0.001206182,0.000226159,0.003618545,0.001733886,0.344440256,0.003693931,0.003995477,0.025631361,0.066490765,0,0.02005277,0,0.000150773,0.000452318
s09,12,Case,0.016230979,0.005384315,0.000390168,0.000312134,0,0.000780336,0.50011705,0.000390168,7.80E-05,0.049239173,0.010144362,0,0.000780336,0,0.003589544,7.80E-05,0.176199766,0.001560671,0.001014436,7.80E-05,0.00834959,0,0.000156067,0.000234101,0.153804136,0.023097932,0.002653141,0.015762778,0.002106906,0,0.026531409,0,0,0.000936403
s10,1,Case,0.084584479,0.028547262,0.001057306,0.003171918,0.004229224,0.041657856,0.09008247,0.013110594,0.000634384,0.08310425,0.002748996,0.002326073,0.017339818,0.002114612,0.009304293,0.040177627,0.2474096,0.002114612,0.000845845,0.016493973,0.009092832,0.000634384,0.00169169,0.001057306,0,0.033833792,0.038063015,0.052442377,0.026009727,0.000211461,0.139775851,0,0,0.006132375
s10,2,Case,0.258992806,0.031009675,0.002232697,0.003225006,0.005209625,0.046142396,0.09451749,0.000248077,0.002232697,0.133465641,0.004961548,0.004217316,0.001488464,0,0,0.018605805,0.256760109,0,0.000248077,0.006450012,0,0,0.00099231,0,0.000248077,0.01141156,0.017613495,0.050111635,0.001736542,0.000744232,0.04291739,0,0,0.004217316
s10,3,Case,0.184306253,0.023557942,0.002771523,0.01073965,0.025809804,0.017495236,0.067036203,0.003117963,0.001732202,0.320457301,0.001385761,0.004330504,0.019747099,0.002078642,0.003291183,0.006755586,0.056123333,0.000692881,0.001039321,0,0.005196605,0.000519661,0.001039321,0.00034644,0.000519661,0.019747099,0.005716265,0.149489001,0.01056643,0.003637623,0.045903343,0,0,0.004850165
s10,4,Case,0.074704407,0.013973486,0.001433178,0.006986743,0.001612325,0.060372626,0.070763167,0.003582945,0.001074884,0.447151559,0.00394124,0.004657829,0.005374418,0,0,0,0.127731996,0.000179147,0.000358295,0.006986743,0,0.001074884,0.000895736,0.000358295,0.004478682,0.019885346,0.000358295,0.082228592,0,0.007524185,0.044249373,0,0,0.008061627
s10,5,Case,0.031765575,0.047032751,0.002462448,0.009849791,0.005417385,0.094804235,0.097020438,0.006648609,0.000738734,0.381433145,0.000738734,0.00049249,0.007633588,0.001969958,0.001231224,0.004678651,0.07904457,0,0.000738734,0.028810638,0.002216203,0,0,0,0,0.016498399,0.007141098,0.022162029,0.001969958,0.004432406,0.14306821,0,0,0
s10,6,Case,0.087801088,0.062160062,0.003108003,0.007381507,0.005050505,0.033799534,0.152292152,0.003108003,0.001165501,0.071484072,0.006604507,0.002331002,0.002331002,0,0,0.014763015,0.294483295,0.0003885,0.002719503,0.023310023,0.001165501,0,0.001165501,0.002719503,0.001942502,0.041181041,0.036519037,0.090520591,0,0.005050505,0.010489511,0,0,0.034965035
s10,7,Case,0.083813641,0.035782901,0.001681076,0.009606148,0.008885687,0.051152738,0.101344861,0.00648415,0.000960615,0.208213257,0.009125841,0.003362152,0.01560999,0.002161383,0.001200769,0.036503362,0.096541787,0.003602306,0.001200769,0.003842459,0.002401537,0.000720461,0.000480307,0,0.004082613,0.069404419,0.056676273,0.141690682,0.033381364,0.003121998,0.00648415,0,0,0.000480307
s10,8,Case,0.080163599,0.012269939,0.001635992,0.000408998,0,0.002862986,0.145194274,0.00204499,0,0.095705522,0.016359918,0,0,0,0.007770961,0,0.390593047,0,0,0.07607362,0.005316973,0,0,0.000408998,0.013087935,0.004498978,0.003680982,0.019222904,0,0,0.116155419,0,0,0.006543967
s10,9,Case,0.132929293,0.031111111,0.002626263,0.008686869,0.00989899,0.047676768,0.085050505,0.018181818,0.002828283,0.006262626,0,0.002020202,0.01030303,0.001818182,0.007474748,0.052121212,0.310505051,0.000606061,0.001818182,0.041616162,0.008080808,0.00040404,0.003232323,0.003838384,0,0.027070707,0.05979798,0.084242424,0.018989899,0.00040404,0.01030303,0,0,0.01010101
s10,10,Case,0.206656913,0.033650329,0.00329188,0.006217996,0.015727871,0.061082663,0.139356255,0,0.001097293,0.173372348,0.012435991,0.002926116,0.005852231,0,0.000731529,0.001463058,0.168251646,0.000365764,0,0.017556694,0.005852231,0,0.000731529,0.000365764,0.003657645,0.014996342,0.000365764,0.058156547,0,0.002926116,0.059253841,0,0,0.003657645
s10,11,Case,0.080920332,0.023008296,0.000626076,0.002034747,0.004069494,0.03975583,0.064329316,0.01596494,0.000156519,0.352324307,0.006730318,0.002034747,0.010486774,0.001095633,0.000313038,0.014869307,0.259821568,0.000469557,0.001878228,0.000313038,0,0.002660823,0.000939114,0.001721709,0.003443418,0.015338864,0.018469244,0.053529504,0.015651902,0.000626076,0,0,0,0.00641728
s10,12,Case,0.027865738,0.040531982,0.001266624,0.005066498,0,0.009499683,0.240658645,0.007599747,0.000633312,0.088663711,0.008233059,0,0,0,0.018999367,0.004433186,0.276757441,0,0.000633312,0.097530082,0.008866371,0,0,0,0.000633312,0.040531982,0.006966435,0.074730842,0,0,0.038632046,0,0,0.001266624
s11,1,Control,0.000138735,0.00818535,0,0.001526082,0.000138735,0,0.622780244,0.002358491,0.000693674,0.075332963,0,0,0.000416204,0,0.000138735,0.00027747,0.120144284,0,0,0,0.005688124,0.000138735,0.00027747,0,0.093229745,0.00554939,0.018590455,0.030382908,0.001387347,0.00027747,0.012208657,0,0,0.000138735
s11,2,Control,0.001525464,0.024642103,0.000117343,0.000938747,0.005163107,0.00140812,0.278455762,0.013494485,0.006805914,0.06277869,0.007627318,0.00176015,0.021239146,0.001525464,0.000234687,0.00387233,0.217554565,0.00176015,0.000586717,0,0.003989674,0.000234687,0.000234687,0.009387468,0.093757334,0.015958695,0.032152077,0.11429242,0.025463506,0.008800751,0.027810373,0.016193382,0,0.000234687
s11,3,Control,0.002428026,0.001387444,0,0.001734305,0.002774887,0.004856053,0.144640999,0.011099549,0.003121748,0.194242109,0.016649324,0,0.011793271,0,0.000346861,0.022545959,0.161290323,0.000346861,0.001040583,0,0.000693722,0.000693722,0.000693722,0.000346861,0.3433923,0.007977801,0.014568158,0.026361429,0.008324662,0.014221297,0.002428026,0,0,0
s11,4,Control,0.000978953,0.060695056,0,0.000652635,0.004731604,0.006200033,0.152716593,0.003426334,0.00391581,0.089737314,0.001957905,0.005057921,0.019089574,0,0.000652635,0.002121064,0.306412139,0.001631588,0.000163159,0,0,0.000326318,0.000815794,0,0.215043237,0.005710556,0.044379181,0.024310654,0.00522108,0,0.038505466,0.005547398,0,0
s11,5,Control,0.001444826,0.004334477,0,0.000361206,0.000361206,0.002528445,0.11630847,0.008488351,0.003070255,0.096983926,0.007585335,0,0.002167239,0,0.000361206,0.001986635,0.451869243,0,0.00054181,0,0.000903016,0.000180603,0.001625429,0.001986635,0.183492866,0.006682319,0.016796099,0.058334838,0.001444826,0.024200831,0.005779303,0,0,0.000180603
s11,6,Control,0.002093338,0.04260559,0,0.000615688,0.00049255,0.001847063,0.341460411,0,0.001600788,0.066001724,0.013175717,0,0.006649427,0,0.001108238,0.015638468,0.257234331,0.001477651,0.000861963,0,0.000246275,0.000123138,0.000123138,0,0.179165127,0.004925502,0.016254156,0.023272996,0.005418052,0.00049255,0.017116119,0,0,0
s11,7,Control,0.006798971,0.0784638,0,0.001470048,0.006982727,0.011944138,0.271407571,0.00091878,0.002940096,0.102168321,0.028114664,0.005880191,0.013965454,0.002572584,0.000183756,0.004961411,0.153987505,0.008085263,0,0,0,0.000551268,0.004410143,0.004777655,0.072032341,0.016905549,0.071113561,0.047776553,0.012862918,0.002021316,0.027747152,0.03877251,0,0.000183756
s11,8,Control,0.001514769,0.161322898,0,0.001514769,0,0.000252462,0.302196415,0.001009846,0,0.131532441,0.001009846,0,0.010350922,0,0.000252462,0.000252462,0.13809644,0.001767231,0,0,0.014895229,0,0,0,0.147942439,0.013632921,0.03029538,0.029285534,0,0,0.012623075,0,0,0.000252462
s11,9,Control,0.010498688,0.009623797,0,0.001166521,0.004666083,0,0.132400117,0.008165646,0.00058326,0.157480315,0,0,0.002041412,0.004082823,0,0.001166521,0.373578303,0,0.00029163,0,0,0,0,0.008748906,0.108194809,0.006707495,0.056576261,0.034703995,0.065033538,0.006124235,0.002916302,0.004957714,0,0.00029163
s11,10,Control,0.001187264,0.036265515,0,0.000215866,0.002590394,0,0.066810577,0.003561792,0.001834862,0.056233136,0.007663249,0.001942796,0.031840259,0.001511063,0.000647599,0.022558014,0.304695089,0,0.000431732,0,0.002374528,0.000323799,0.000323799,0.000107933,0.232379924,0.003022126,0.021046951,0.073826228,0.064867782,0.000107933,0.02137075,0.040151106,0,0.000107933
s11,11,Control,0.00407332,0.005431093,0,0.000678887,0.010635891,0.004752206,0.09391265,0.01267255,0.00814664,0.129214755,0.037791356,0,0.016066984,0,0.000226296,0.01470921,0.142792487,0,0,0,0.004525911,0.000678887,0.00407332,0.004525911,0.146413216,0.013804028,0.051369088,0.057479068,0.041185789,0.018329939,0.064946821,0.111111111,0,0.000452591
s11,12,Control,0.002124783,0.028974309,0,0.00096581,0.00096581,0.002124783,0.456441955,0.0056017,0.000386324,0.098126328,0.003090593,0.002897431,0.002704269,0,0.000193162,0.004249565,0.130963879,0.002704269,0.000386324,0,0,0,0,0,0.170948426,0.004056403,0.008112807,0.054858026,0,0.000772648,0.018350396,0,0,0
s12,1,Control,0.002568493,0.008561644,0.004109589,0.000342466,0.005993151,0.003082192,0.219691781,0,0.004965753,0.038527397,0.024143836,0,0.005993151,0,0.06609589,0.007363014,0.144691781,0,0.025513699,0,0.032363014,0.001027397,0.003424658,0.003424658,0.23510274,0.004280822,0.02020548,0.066952055,0.021746575,0,0.048458904,0.00119863,0,0.000171233
s12,2,Control,0.001322626,0.006896552,0.000661313,0.001606046,0.003873406,0.031365139,0.132829476,9.45E-05,0.015777043,0.022862541,0.025413321,0.00085026,0.003778933,0,0.094378838,0.002928673,0.113367974,0,0.003023146,0,0.012187057,0.000661313,0.001606046,0.003967879,0.442985357,0.00198394,0.01511573,0.010675484,0.005290505,0,0.043741143,0.000755787,0,0
s12,3,Control,0,0.028985507,0.001166084,0,0.00149925,0.041979011,0.217557888,0,0.001166084,0.002665334,0.016991504,0.007829419,0.000666334,0,0.05480593,0.005663835,0.014659337,0,0.008828919,0.0009995,0.005330668,0.000832917,0.004331168,0.001999001,0.514576045,0.007662835,0.011494253,0.029485257,0.012160586,0,0.006663335,0,0,0
s12,4,Control,0.011588275,0.0334015,0.005226085,0.000454442,0.008634401,0.012042718,0.037037037,0,0.010679391,0.034083163,0.000681663,0.000908884,0.038627585,0,0.159281981,0.009543286,0.092251761,0,0.018404908,0.012951602,0.00408998,0,0.006134969,0.018177687,0.037037037,0.026584867,0.109975006,0.07748239,0.032947058,0,0.201317882,0,0,0.000454442
s12,5,Control,0.001964637,0.031434185,0.000392927,0.012966601,0.003143419,0.006679764,0.361886051,0,0,0.005500982,0.002750491,0.000392927,0.001178782,0,0.188605108,0.022396857,0.015717092,0,0.037328094,0,0.001964637,0.000392927,0,0.004715128,0.225147348,0.022789784,0,0.027504912,0.022003929,0,0.001964637,0,0,0.001178782
s12,6,Control,0.006518675,0.009513742,0.002995067,0.001761804,0.001761804,0.013565892,0.356941508,0.001937985,0.004052149,0.002995067,0.016737139,0.001057083,0.001057083,0,0.079985906,0.013213531,0.032945736,0,0.018146582,0.00845666,0.003347428,0.000352361,0.001761804,0.009513742,0.296863989,0.002995067,0.053382664,0.03893587,0.008104299,0,0.011099366,0,0,0
s12,7,Control,0.000655523,0.024254343,0.00458866,0.007210751,0.007866273,0.002949853,0.386430679,0.006882989,0.000983284,0.038020321,0.013438217,0.003605375,0.006555228,0,0.139626352,0.008849558,0.069485415,0,0.010160603,0,0.027531957,0.007210751,0.003605375,0.008849558,0.136348738,0.013438217,0,0.046542117,0.00950508,0,0.015404785,0,0,0
s12,8,Control,0.01701838,0.037440436,0.005445882,0.002042206,0.009530293,0.062627638,0.258339006,0.00850919,0.008849558,0,0.081688223,0.006126617,0.017358747,0,0.118447924,0,0.083730429,0,0.016337645,0,0.013614704,0.010211028,0,0.012253234,0.075901974,0.01565691,0.048332199,0.078624915,0.011572498,0,0.000340368,0,0,0
s12,9,Control,0.010387158,0.058231036,0.001101668,0.004091911,0.002832861,0.070664149,0.151243311,0.00535096,0.000472144,0.01463645,0.014164306,0.002360718,0.013220019,0,0.113157066,0.001259049,0.118193264,0,0.031318854,0.008183821,0.01605288,0,0,0.007239534,0.246301542,0.050204596,0.008813346,0.032263141,0.011174064,0,0.001259049,0,0,0.005823104
s12,10,Control,0.005004843,0.042298999,0.000161447,0.004359057,0.002421698,0.009202454,0.309331611,0.013884404,0.001291573,0.009686794,0.005812076,0.006457862,0.011301259,0,0.145947691,0.012108492,0.029060381,0,0.032450759,0.000645786,0,0.000161447,0,0.001614466,0.238295124,0.027768809,0.007265095,0.02486277,0.012269939,0,0.046335163,0,0,0
s12,11,Control,0.006419663,0.00513573,0.003118122,0.000366838,0.004218635,0.023477623,0.477989729,0.004218635,0.004035216,0.01540719,0.004402054,0.003668379,0.014856933,0,0.059244314,0.007520176,0.01540719,0,0.010088041,0,0,0.007520176,0.002384446,0.010821717,0.087123991,0.015040352,0.072083639,0.02402788,0.008437271,0,0.11298606,0,0,0
s12,12,Control,0.00408239,0.032844684,0.003525701,0.003154574,0.004824643,0.01280386,0.442753758,0,0.025422156,0.005752459,0.035071442,0.000371126,0.013731676,0,0.043050659,0.001113379,0.091111524,0,0.003896827,0,0.018370755,0,0.00408239,0.005938022,0.118760438,0.013360549,0.044535164,0.045091854,0.024308777,0,0.000742253,0.001298942,0,0
s13,1,Control,0.005016722,0.003530286,0.000371609,0.012077295,0.015235972,0.011519881,0.301003345,0.005388332,0.000743218,0.134150873,0.013749536,0.006688963,0.015607581,0.004273504,0,0.001114827,0.16555184,0.003158677,0.001672241,0.000743218,0,0.021181717,0.000557414,0.000185805,0.103307321,0.004459309,0.085841695,0.040133779,0.013192122,0.002415459,0.020624303,0,0,0.006503159
s13,2,Control,0.003009216,0.017491066,0,0.004513824,0.010532255,0.002444988,0.531126575,0.016174535,0.000752304,0.105134474,0.001504608,0.002633064,0.009591875,0,0.000376152,0.006394583,0.071656949,0.005078052,0.006770735,0.000376152,0.082941508,0,0,0.001316532,0.006582659,0.050780515,0.024261802,0.012036863,0.003197292,0.000564228,0.007711115,0,0,0.015046079
s13,3,Control,0.002054091,0.019513865,0.000342349,0.000342349,0.03098254,0.002054091,0.167237248,0.002054091,0.001027046,0.381033893,0.005819925,0.00119822,0.008558713,0,0.000684697,0.008387539,0.018657994,0.002738788,0.000513523,0.002738788,0.000171174,0.012495721,0.001027046,0.000171174,0.077884286,0.018657994,0.106470387,0.027045532,0.027387881,0.000513523,0.060253338,0,0,0.011982198
s13,4,Control,0.0068095,0.002989537,0.000332171,0.003653878,0.022089354,0.009466866,0.498920445,0.008636439,0.000664342,0.234180369,0.007307756,0,0.016442451,0,0.000166085,0,0.01577811,0.000166085,0.001328683,0.001162598,0,0.019431988,0.000664342,0.002823451,0.050988208,0.008802525,0.043680452,0.011293805,0.015612025,0.002325195,0.01145989,0,0.000166085,0.002657366
